tracking_id	shCtrl-1_0	shCtrl-2_0	shU-1_0	shU-2_0	Gene_ID	Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name
ENSMUSG00000080300.2	0.0	0.0	0.0	0.0	ENSMUSG00000080300	ENSMUSG00000080300	3835901	3837534	Spin2-ps1	X
ENSMUSG00000080303.2	0.0	0.0	0.0	0.0	ENSMUSG00000080303	ENSMUSG00000080303	84923554	84924189	Gm12419	4
ENSMUSG00000080316.3	2.37015	3.32467	2.06852	2.08574	ENSMUSG00000080316	ENSMUSG00000080316	17827158	17843009	Spaca6	17
ENSMUSG00000080317.2	0.0	0.0	0.0	0.0	ENSMUSG00000080317	ENSMUSG00000080317	33766920	33769463	Vmn2r-ps94	13
ENSMUSG00000080321.2	0.0	0.0	0.0	0.0	ENSMUSG00000080321	ENSMUSG00000080321	54094373	54096289	Gm14644	X
ENSMUSG00000080694.1	0.0	0.0	0.0	0.0	ENSMUSG00000080694	ENSMUSG00000080694	104928216	104928804	Gm11621	11
ENSMUSG00000080695.1	0.0	0.0	0.0	0.0	ENSMUSG00000080695	ENSMUSG00000080695	121177008	121177982	Gm5394	X
ENSMUSG00000080696.1	0.0	0.0	0.0	0.0	ENSMUSG00000080696	ENSMUSG00000080696	114096390	114097401	Gm12825	4
ENSMUSG00000080697.1	0.0	0.0	0.0	0.0	ENSMUSG00000080697	ENSMUSG00000080697	22491605	22492185	Vmn1r-ps107	13
ENSMUSG00000080698.1	0.0	0.0	0.0	0.0	ENSMUSG00000080698	ENSMUSG00000080698	23298049	23298196	Gm11333	13
ENSMUSG00000080700.1	0.12126300000000001	0.0	0.0	0.460525	ENSMUSG00000080700	ENSMUSG00000080700	74316578	74317034	Gm15981	5
ENSMUSG00000080701.1	0.122305	0.578021	0.913227	1.08416	ENSMUSG00000080701	ENSMUSG00000080701	76144258	76144719	Gm12340	11
ENSMUSG00000080703.1	0.0	0.17972	0.0	0.0	ENSMUSG00000080703	ENSMUSG00000080703	3679802	3680590	Gm13183	2
ENSMUSG00000080704.1	0.07110010000000001	0.04018	0.0	0.0	ENSMUSG00000080704	ENSMUSG00000080704	15426151	15427204	Gm6031	16
ENSMUSG00000080705.1	0.0	0.0	0.0	0.0	ENSMUSG00000080705	ENSMUSG00000080705	14171636	14193524	Sult2a-ps4	7
ENSMUSG00000080706.1	0.0	0.0	0.0	0.0	ENSMUSG00000080706	ENSMUSG00000080706	121227101	121227473	Gm12890	4
ENSMUSG00000080707.1	0.0	0.0	0.0	0.0	ENSMUSG00000080707	ENSMUSG00000080707	114867681	114868025	Gm13823	5
ENSMUSG00000080708.1	0.0896914	0.0	0.10781700000000001	0.107927	ENSMUSG00000080708	ENSMUSG00000080708	139345300	139346180	Ccnd3-ps	4
ENSMUSG00000080709.1	0.010478399999999999	0.0	0.012407099999999999	0.0123351	ENSMUSG00000080709	ENSMUSG00000080709	177734300	177738757	Gm14324	2
ENSMUSG00000080710.1	0.0	0.0	0.0	0.0	ENSMUSG00000080710	ENSMUSG00000080710	57736547	57738555	Gm8107	X
ENSMUSG00000080711.3	0.0	0.0	0.0	0.0	ENSMUSG00000080711	ENSMUSG00000080711	143881177	143881509	Gm11686	2
ENSMUSG00000080712.3	0.7246199999999999	0.570511	0.30048800000000003	0.764163	ENSMUSG00000080712	ENSMUSG00000080712	58954048	58954512	Hist3h2bb-ps	11
ENSMUSG00000080713.1	0.0	0.0	0.0	0.0	ENSMUSG00000080713	ENSMUSG00000080713	88310284	88315135	Olfr1174-ps	2
ENSMUSG00000080714.1	0.0	0.0	0.0	0.0	ENSMUSG00000080714	ENSMUSG00000080714	44529451	44529790	Gm14602	X
ENSMUSG00000080715.1	0.542805	0.0	0.0655235	0.0657164	ENSMUSG00000080715	ENSMUSG00000080715	45411580	45412345	Gm5406	16
ENSMUSG00000080716.1	0.0	0.0	0.0	0.0	ENSMUSG00000080716	ENSMUSG00000080716	53551926	53552371	Gm13503	2
ENSMUSG00000080717.2	5.22654	4.83059	4.594130000000001	4.1245400000000005	ENSMUSG00000080717	ENSMUSG00000080717	97997315	98031801	B230307C23Rik	16
ENSMUSG00000080718.1	0.0	0.0	0.0	0.0	ENSMUSG00000080718	ENSMUSG00000080718	137099516	137100102	Gm8019	X
ENSMUSG00000080719.1	0.0892865	0.0	0.0	0.0	ENSMUSG00000080719	ENSMUSG00000080719	119892920	119893803	Gm15532	6
ENSMUSG00000080720.1	1.00651	0.638545	0.675484	1.2876299999999998	ENSMUSG00000080720	ENSMUSG00000080720	5092547	5093201	Gm16077	15
ENSMUSG00000080722.2	0.0	0.0	0.0	0.0	ENSMUSG00000080722	ENSMUSG00000080722	21232066	21232233	Defa-ps7	8
ENSMUSG00000080723.1	0.0	0.0	0.38863400000000003	0.409983	ENSMUSG00000080723	ENSMUSG00000080723	37556183	37556503	Gm12564	3
ENSMUSG00000080725.2	0.0	0.0	0.0	0.0	ENSMUSG00000080725	ENSMUSG00000080725	26912743	26935697	Gm6121	X
ENSMUSG00000080726.1	0.0	0.0	0.0	0.0	ENSMUSG00000080726	ENSMUSG00000080726	19037428	19038446	Gm15366	8
ENSMUSG00000080727.2	2.2339599999999997	2.32571	0.191152	0.0317752	ENSMUSG00000080727	ENSMUSG00000080727	95871522	95889093	C920021L13Rik	3
ENSMUSG00000080728.1	0.0	0.0	0.0	0.0	ENSMUSG00000080728	ENSMUSG00000080728	66145654	66145875	Gm13616	2
ENSMUSG00000080729.1	0.0	0.0	0.0	0.0	ENSMUSG00000080729	ENSMUSG00000080729	107191475	107193557	Gm8084	1
ENSMUSG00000080730.1	0.0	0.0	0.0	0.0	ENSMUSG00000080730	ENSMUSG00000080730	22758927	22759358	Gm11313	13
ENSMUSG00000080731.1	0.546131	0.678185	0.5382779999999999	0.47942399999999996	ENSMUSG00000080731	ENSMUSG00000080731	27784427	27785243	Rps2-ps9	17
ENSMUSG00000080732.1	0.0	0.0	0.0	0.0	ENSMUSG00000080732	ENSMUSG00000080732	145579036	145579173	Gm13222	4
ENSMUSG00000080733.1	0.0	0.0	0.0	0.0	ENSMUSG00000080733	ENSMUSG00000080733	14289739	14290604	Gm14867	X
ENSMUSG00000080734.1	0.0	0.0	0.0	0.0	ENSMUSG00000080734	ENSMUSG00000080734	14487613	14488015	Gm12006	11
ENSMUSG00000080735.1	0.0	0.0	0.0	0.0	ENSMUSG00000080735	ENSMUSG00000080735	27417990	27418386	Gm12075	11
ENSMUSG00000080736.1	0.0	0.0	0.0	0.0	ENSMUSG00000080736	ENSMUSG00000080736	72032718	72033488	Gm15617	5
ENSMUSG00000080737.1	0.0	0.0	0.0	0.0	ENSMUSG00000080737	ENSMUSG00000080737	92593809	92595368	Gm6982	X
ENSMUSG00000080738.1	0.0	0.0	0.0	0.0	ENSMUSG00000080738	ENSMUSG00000080738	55123695	55123937	Mup-ps22	11
ENSMUSG00000080741.2	0.5051359999999999	2.44552	2.16033	1.72069	ENSMUSG00000080741	ENSMUSG00000080741	23620730	23621049	Gm11398	13
ENSMUSG00000080742.1	0.0	0.0	0.0	0.0	ENSMUSG00000080742	ENSMUSG00000080742	54284115	54285589	Gm14035	2
ENSMUSG00000080743.1	0.0	0.0	0.0	0.0	ENSMUSG00000080743	ENSMUSG00000080743	153403090	153404070	Gm7150	X
ENSMUSG00000080744.1	0.0	0.0	0.0	4.123419999999999	ENSMUSG00000080744	ENSMUSG00000080744	103103527	103103742	Gm12710	4
ENSMUSG00000080746.2	1.01734	0.4519	0.478634	0.391336	ENSMUSG00000080746	ENSMUSG00000080746	149142497	149143388	Rpsa-ps12	4
ENSMUSG00000080747.1	0.0	0.0	0.0	0.0	ENSMUSG00000080747	ENSMUSG00000080747	118594079	118594564	Gm14016	2
ENSMUSG00000080748.1	0.0	0.0	0.108026	0.21822399999999997	ENSMUSG00000080748	ENSMUSG00000080748	88448675	88449230	Gm15661	7
ENSMUSG00000080749.1	0.0	0.0	0.0	0.12303800000000001	ENSMUSG00000080749	ENSMUSG00000080749	40429537	40430056	Gm12134	11
ENSMUSG00000080750.1	0.0	0.0	0.0	0.0	ENSMUSG00000080750	ENSMUSG00000080750	75746207	75746468	Gm15553	16
ENSMUSG00000080751.1	0.0	0.0	0.0	0.0	ENSMUSG00000080751	ENSMUSG00000080751	103956412	103957366	Olfr634-ps1	7
ENSMUSG00000080752.1	0.0	0.0	0.0	0.0	ENSMUSG00000080752	ENSMUSG00000080752	86463791	86465075	Olfr1069-ps1	2
ENSMUSG00000080753.1	3.0405900000000003	4.59451	2.95019	1.9408400000000001	ENSMUSG00000080753	ENSMUSG00000080753	32479560	32479885	Gm15613	5
ENSMUSG00000080754.1	0.0	0.0	0.0	0.0	ENSMUSG00000080754	ENSMUSG00000080754	100008360	100008674	Rpl36-ps7	3
ENSMUSG00000080755.1	0.0	0.0	0.0	0.0	ENSMUSG00000080755	ENSMUSG00000080755	146068808	146069174	Gm15062	X
ENSMUSG00000080756.1	0.0	0.0	0.0	0.0	ENSMUSG00000080756	ENSMUSG00000080756	90359622	90361326	Gm12633	4
ENSMUSG00000080757.1	0.0	0.0	0.0	0.0	ENSMUSG00000080757	ENSMUSG00000080757	20911596	20911794	Gm15029	X
ENSMUSG00000080758.1	0.0	0.0	0.0	0.0	ENSMUSG00000080758	ENSMUSG00000080758	107354879	107357447	Gm5392	X
ENSMUSG00000080759.1	0.092537	0.107681	0.113641	0.34467600000000004	ENSMUSG00000080759	ENSMUSG00000080759	53045884	53046423	Gm15573	6
ENSMUSG00000080760.1	0.0	0.0	0.0	0.0	ENSMUSG00000080760	ENSMUSG00000080760	147173481	147175116	Gm7571	6
ENSMUSG00000080762.1	0.0	0.0	0.0	0.0	ENSMUSG00000080762	ENSMUSG00000080762	22704057	22704758	Gm11879	4
ENSMUSG00000080763.1	0.528604	0.247869	0.130762	0.0	ENSMUSG00000080763	ENSMUSG00000080763	76514069	76514571	Gm12341	11
ENSMUSG00000080764.1	0.0	0.0	0.0	0.0	ENSMUSG00000080764	ENSMUSG00000080764	45403691	45404845	Gm14606	X
ENSMUSG00000080765.1	0.0	0.0	0.0	0.0	ENSMUSG00000080765	ENSMUSG00000080765	91285768	91286791	Gm8908	X
ENSMUSG00000080766.1	0.0	0.0	0.0	0.0	ENSMUSG00000080766	ENSMUSG00000080766	65296178	65297369	Gm13593	2
ENSMUSG00000080767.1	0.0400081	0.0	0.0	0.0479923	ENSMUSG00000080767	ENSMUSG00000080767	18294271	18295231	Gm15595	6
ENSMUSG00000080768.1	0.0	0.0	0.0	0.0	ENSMUSG00000080768	ENSMUSG00000080768	53967063	53967505	Gm12219	11
ENSMUSG00000080770.1	0.0	0.0	0.0	0.0	ENSMUSG00000080770	ENSMUSG00000080770	21875233	21876229	Gm11278	13
ENSMUSG00000080771.1	0.0	0.0	0.0	0.0	ENSMUSG00000080771	ENSMUSG00000080771	30193647	30194181	Gm11925	4
ENSMUSG00000080772.1	0.0	0.49281	0.215216	0.0	ENSMUSG00000080772	ENSMUSG00000080772	59833677	59834219	Gm12543	4
ENSMUSG00000080773.1	0.0	0.0	0.0	0.0	ENSMUSG00000080773	ENSMUSG00000080773	119519126	119520082	Gm12955	4
ENSMUSG00000080774.1	0.0	0.0	0.0	0.0	ENSMUSG00000080774	ENSMUSG00000080774	103037624	103038368	Gm9143	X
ENSMUSG00000080775.1	0.0	0.0	0.0	0.0	ENSMUSG00000080775	ENSMUSG00000080775	141980175	141982321	Gm6368	X
ENSMUSG00000080776.1	0.29989699999999997	0.682871	0.6624260000000001	0.603449	ENSMUSG00000080776	ENSMUSG00000080776	46727818	46728630	Gm12174	11
ENSMUSG00000080777.1	0.0	0.0	0.0	0.0	ENSMUSG00000080777	ENSMUSG00000080777	74713502	74713801	Gm15365	X
ENSMUSG00000080778.1	0.0	0.0	0.0	0.0	ENSMUSG00000080778	ENSMUSG00000080778	163477652	163479136	Gm7199	X
ENSMUSG00000080779.1	1.07752	3.3302699999999996	6.80635	5.18152	ENSMUSG00000080779	ENSMUSG00000080779	60778983	60779394	Gm8731	18
ENSMUSG00000080780.1	0.0	0.0	0.0	0.0	ENSMUSG00000080780	ENSMUSG00000080780	76393154	76394092	Gm11252	4
ENSMUSG00000080781.1	0.0	0.0	0.0	0.0	ENSMUSG00000080781	ENSMUSG00000080781	73723322	73727511	Olfr388-ps1	11
ENSMUSG00000080782.1	0.0	0.0	0.0	0.0	ENSMUSG00000080782	ENSMUSG00000080782	51938133	51938669	Gm13495	2
ENSMUSG00000080783.1	0.32098499999999996	0.6711779999999999	1.16201	0.776827	ENSMUSG00000080783	ENSMUSG00000080783	18581455	18582228	Gm8250	19
ENSMUSG00000080785.1	0.0	0.0	0.0	0.0	ENSMUSG00000080785	ENSMUSG00000080785	61196541	61197242	Gm11591	1
ENSMUSG00000080788.1	0.0	0.0	0.0	0.0	ENSMUSG00000080788	ENSMUSG00000080788	134052787	134054415	Gm7841	X
ENSMUSG00000080789.1	0.0	0.0	0.0	0.0	ENSMUSG00000080789	ENSMUSG00000080789	128606985	128607194	Gm14007	2
ENSMUSG00000080790.1	0.079374	0.044949300000000005	0.0	0.0	ENSMUSG00000080790	ENSMUSG00000080790	11185133	11186099	Gm7638	16
ENSMUSG00000080791.1	0.74585	0.735405	2.01369	2.68075	ENSMUSG00000080791	ENSMUSG00000080791	85216597	85217054	Akirin1-ps	11
ENSMUSG00000080792.1	0.0	0.0	0.0	0.0	ENSMUSG00000080792	ENSMUSG00000080792	5148676	5150172	Gm14367	X
ENSMUSG00000080793.1	0.0	0.0	0.0	0.11120999999999999	ENSMUSG00000080793	ENSMUSG00000080793	83701084	83702036	Cbx3-ps3	4
ENSMUSG00000080794.1	0.0	0.0	0.0	0.0	ENSMUSG00000080794	ENSMUSG00000080794	23201161	23202052	Vmn1r-ps132	13
ENSMUSG00000080795.1	0.0	0.0	0.0	0.0	ENSMUSG00000080795	ENSMUSG00000080795	66969223	66970659	Gm6783	X
ENSMUSG00000080796.1	0.0	0.198496	0.0	0.52893	ENSMUSG00000080796	ENSMUSG00000080796	103597771	103598336	Gm9159	X
ENSMUSG00000080797.1	0.0	0.612099	0.0	0.688585	ENSMUSG00000080797	ENSMUSG00000080797	20545212	20548456	Gm15760	16
ENSMUSG00000080798.3	0.0	0.0	0.0	0.0	ENSMUSG00000080798	ENSMUSG00000080798	41923255	41923827	Gm5135	X
ENSMUSG00000080799.1	0.0	0.0	0.0	0.0	ENSMUSG00000080799	ENSMUSG00000080799	153509012	153509396	Gm15166	X
ENSMUSG00000080800.1	0.0	0.0	0.0	0.0	ENSMUSG00000080800	ENSMUSG00000080800	60948230	60948465	Gm11582	1
ENSMUSG00000080801.1	0.0	0.0	0.0	0.0	ENSMUSG00000080801	ENSMUSG00000080801	12082612	12083992	Gm13310	2
ENSMUSG00000080802.1	0.0	0.0	0.0	0.0	ENSMUSG00000080802	ENSMUSG00000080802	98291403	98291574	Gm13804	2
ENSMUSG00000080803.1	0.0	0.0	0.0	0.0	ENSMUSG00000080803	ENSMUSG00000080803	99520052	99520466	Gm12683	4
ENSMUSG00000080805.1	0.0	0.0	0.0	0.0	ENSMUSG00000080805	ENSMUSG00000080805	65011230	65011587	Gm11219	4
ENSMUSG00000080806.1	0.0	0.0	0.0	0.0999942	ENSMUSG00000080806	ENSMUSG00000080806	137219760	137220399	Gm13005	4
ENSMUSG00000080807.1	0.0	0.0	0.0	0.0	ENSMUSG00000080807	ENSMUSG00000080807	154043733	154044423	Gm13117	4
ENSMUSG00000080808.1	0.0793538	0.0889848	0.0235864	0.0469852	ENSMUSG00000080808	ENSMUSG00000080808	89442217	89444644	Gm12608	4
ENSMUSG00000080809.1	0.0	0.0	0.0	0.0	ENSMUSG00000080809	ENSMUSG00000080809	90292234	90298714	Olfr1273-ps	2
ENSMUSG00000080810.1	1.5510899999999999	1.2672	1.33502	2.11177	ENSMUSG00000080810	ENSMUSG00000080810	118204712	118205179	Gm11737	11
ENSMUSG00000080811.1	0.0	0.0	0.0	0.0	ENSMUSG00000080811	ENSMUSG00000080811	11684002	11684124	Gm14513	X
ENSMUSG00000080812.1	0.0	0.0	0.0	0.0	ENSMUSG00000080812	ENSMUSG00000080812	57214054	57214242	Gm13526	2
ENSMUSG00000080813.1	0.09513730000000001	0.0715469	0.189519	0.340552	ENSMUSG00000080813	ENSMUSG00000080813	100337514	100338668	Gm14828	X
ENSMUSG00000080814.1	0.0	0.650334	0.0	0.0	ENSMUSG00000080814	ENSMUSG00000080814	70429017	70429554	Gm12314	11
ENSMUSG00000080815.1	0.0	0.0	0.0	0.0	ENSMUSG00000080815	ENSMUSG00000080815	67518306	67518932	Hmgb1-rs18	4
ENSMUSG00000080816.1	0.0	0.0	0.0	0.0	ENSMUSG00000080816	ENSMUSG00000080816	46327296	46327765	Gm12447	4
ENSMUSG00000080817.1	0.222829	0.0	0.134577	0.0675064	ENSMUSG00000080817	ENSMUSG00000080817	63844827	63845578	Gm13751	1
ENSMUSG00000080818.3	0.0	0.06615800000000001	0.0	0.0	ENSMUSG00000080818	ENSMUSG00000080818	13377866	13378678	Gm9434	X
ENSMUSG00000080819.1	0.0	0.0	0.0	0.0	ENSMUSG00000080819	ENSMUSG00000080819	26476105	26492662	Gm2005	X
ENSMUSG00000080820.1	0.0	0.0	0.0	0.0	ENSMUSG00000080820	ENSMUSG00000080820	5283650	5283874	Gm13197	2
ENSMUSG00000080822.1	0.0	0.0	0.0	0.0	ENSMUSG00000080822	ENSMUSG00000080822	74846561	74849438	Gm14694	X
ENSMUSG00000080823.1	0.0	0.0	0.0	0.0	ENSMUSG00000080823	ENSMUSG00000080823	86185329	86185642	Atp5l-ps2	11
ENSMUSG00000080824.1	0.0	0.0	0.0	0.0	ENSMUSG00000080824	ENSMUSG00000080824	75782358	75782756	Gm9001	6
ENSMUSG00000080825.1	0.0	0.0	0.0	0.0	ENSMUSG00000080825	ENSMUSG00000080825	104001066	104001337	Gm14892	X
ENSMUSG00000080826.1	0.0	0.0	0.0	0.0	ENSMUSG00000080826	ENSMUSG00000080826	18206413	18206944	Gm12019	11
ENSMUSG00000080827.1	0.0	0.0	0.0	0.0	ENSMUSG00000080827	ENSMUSG00000080827	29339455	29339682	Gm12086	11
ENSMUSG00000080828.1	0.0	0.0	0.0	0.0	ENSMUSG00000080828	ENSMUSG00000080828	65070361	65070610	Gm14669	X
ENSMUSG00000080829.1	0.0	0.0	0.0	0.0	ENSMUSG00000080829	ENSMUSG00000080829	74006702	74007502	Gm8545	X
ENSMUSG00000080831.1	0.0	0.0	0.0	0.904718	ENSMUSG00000080831	ENSMUSG00000080831	59532747	59533014	Gm12529	4
ENSMUSG00000080832.3	0.0970625	0.0689892	0.115445	0.11643800000000001	ENSMUSG00000080832	ENSMUSG00000080832	99500550	99501379	M6pr-ps	3
ENSMUSG00000080833.1	0.0	0.0	0.0	0.0	ENSMUSG00000080833	ENSMUSG00000080833	6718918	6719495	Gm11976	11
ENSMUSG00000080834.1	0.0	0.0	0.0	0.0	ENSMUSG00000080834	ENSMUSG00000080834	164863607	164863883	Gm15216	X
ENSMUSG00000080835.1	0.0	0.0	0.0	0.0	ENSMUSG00000080835	ENSMUSG00000080835	40612718	40613063	Gm12137	11
ENSMUSG00000080836.1	0.0	0.0	0.0	0.0	ENSMUSG00000080836	ENSMUSG00000080836	123066242	123066699	Gm6444	5
ENSMUSG00000080839.1	0.0	0.0	0.0	0.0	ENSMUSG00000080839	ENSMUSG00000080839	101476226	101476521	Gm11625	11
ENSMUSG00000080840.1	0.0992755	0.07471080000000001	0.11872	0.237119	ENSMUSG00000080840	ENSMUSG00000080840	25582271	25583386	Gm11349	13
ENSMUSG00000080841.1	0.0	0.0	0.0	0.0	ENSMUSG00000080841	ENSMUSG00000080841	106821940	106822231	Gm14880	X
ENSMUSG00000080842.1	0.0	0.0	0.0	0.0	ENSMUSG00000080842	ENSMUSG00000080842	123761327	123761927	Gm15400	3
ENSMUSG00000080843.1	0.0	0.0	0.0	0.0	ENSMUSG00000080843	ENSMUSG00000080843	70536280	70537175	Gm14726	X
ENSMUSG00000080844.1	0.0	0.0	0.0	0.0	ENSMUSG00000080844	ENSMUSG00000080844	147642848	147643177	Gm14107	2
ENSMUSG00000080845.1	0.0	0.0	0.0	0.0	ENSMUSG00000080845	ENSMUSG00000080845	102724402	102725749	Gm9115	X
ENSMUSG00000080846.1	0.0	0.0	0.0	0.0	ENSMUSG00000080846	ENSMUSG00000080846	21442909	21443529	Gm13379	2
ENSMUSG00000080847.1	0.0	0.0	0.0	0.0	ENSMUSG00000080847	ENSMUSG00000080847	80061011	80061712	Gm4773	X
ENSMUSG00000080848.2	1.2917	1.9381	10.3643	1.48264	ENSMUSG00000080848	ENSMUSG00000080848	116040593	116041064	Gm9385	9
ENSMUSG00000080849.1	0.0	0.0	0.0	0.0	ENSMUSG00000080849	ENSMUSG00000080849	25223730	25224173	Gm15702	1
ENSMUSG00000080850.1	0.0	0.0	0.0	0.0	ENSMUSG00000080850	ENSMUSG00000080850	48675156	48675520	Gm12439	4
ENSMUSG00000080851.1	0.0	0.0	0.0	0.0	ENSMUSG00000080851	ENSMUSG00000080851	29840375	29840846	Gm12094	11
ENSMUSG00000080852.1	0.0	0.0	0.0	0.0	ENSMUSG00000080852	ENSMUSG00000080852	117310241	117310508	Gm14918	X
ENSMUSG00000080855.3	0.0	0.0	0.0	0.0	ENSMUSG00000080855	ENSMUSG00000080855	66447036	66447407	Rpl35-ps1	2
ENSMUSG00000080857.1	0.0	0.0	0.0	0.0	ENSMUSG00000080857	ENSMUSG00000080857	118490782	118497642	Gm12859	4
ENSMUSG00000080859.1	435.00300000000004	502.10400000000004	545.0	501.80199999999996	ENSMUSG00000080859	ENSMUSG00000080859	105554201	105554845	Rpl10-ps1	2
ENSMUSG00000080860.1	0.0	0.0	0.0	0.0	ENSMUSG00000080860	ENSMUSG00000080860	92561269	92561680	Gm13815	2
ENSMUSG00000080861.1	0.0	0.0	0.0	0.0	ENSMUSG00000080861	ENSMUSG00000080861	23103454	23103922	Gm11325	13
ENSMUSG00000080862.3	0.525722	1.11874	1.18974	0.21696300000000002	ENSMUSG00000080862	ENSMUSG00000080862	23364506	23365063	Gm14523	X
ENSMUSG00000080863.1	0.0	0.0	0.0	0.0	ENSMUSG00000080863	ENSMUSG00000080863	91544838	91545225	Gm14787	X
ENSMUSG00000080865.1	0.0	0.0	0.0	0.0	ENSMUSG00000080865	ENSMUSG00000080865	72570481	72570822	Eif1-ps3	2
ENSMUSG00000080866.1	0.14108199999999999	0.0811573	0.0	0.0	ENSMUSG00000080866	ENSMUSG00000080866	12898427	12899066	Gm5687	18
ENSMUSG00000080868.1	0.0	0.0	0.0	0.0	ENSMUSG00000080868	ENSMUSG00000080868	87067477	87067591	Gm15745	12
ENSMUSG00000080869.1	0.0	0.0	0.0	0.0	ENSMUSG00000080869	ENSMUSG00000080869	15486366	15486790	Gm11856	4
ENSMUSG00000080870.1	0.0	0.0	0.0	0.0	ENSMUSG00000080870	ENSMUSG00000080870	146754707	146755705	Gm14111	2
ENSMUSG00000080871.1	0.0	0.0	0.0	0.0	ENSMUSG00000080871	ENSMUSG00000080871	122640346	122648326	Gm12875	4
ENSMUSG00000080872.1	0.0	0.0	0.0	0.0	ENSMUSG00000080872	ENSMUSG00000080872	93695082	93695551	Gm11506	11
ENSMUSG00000080873.2	1.6582400000000002	2.3059	2.14803	1.59275	ENSMUSG00000080873	ENSMUSG00000080873	90747616	90747963	Rpl30-ps3	2
ENSMUSG00000080874.1	0.0	0.0	0.0	0.0	ENSMUSG00000080874	ENSMUSG00000080874	136701246	136701652	Gm15010	X
ENSMUSG00000080875.2	7.6586	4.54939	5.6144	4.37827	ENSMUSG00000080875	ENSMUSG00000080875	9260935	9261388	Gm7332	5
ENSMUSG00000080876.1	0.0	0.0	0.0	0.0	ENSMUSG00000080876	ENSMUSG00000080876	3276856	3278543	Gm14332	X
ENSMUSG00000080877.1	0.0	0.0	0.0	0.0	ENSMUSG00000080877	ENSMUSG00000080877	8038611	8038996	Rpl22-ps1	X
ENSMUSG00000080878.1	0.0	0.151125	0.0	0.32421500000000003	ENSMUSG00000080878	ENSMUSG00000080878	152407074	152407525	Gm15618	1
ENSMUSG00000080880.1	0.0	0.0	0.0	0.0	ENSMUSG00000080880	ENSMUSG00000080880	156888854	156915383	Gm14278	2
ENSMUSG00000080884.1	0.0	0.0	0.0	0.0	ENSMUSG00000080884	ENSMUSG00000080884	96151653	96151858	Cyp2j7-ps3	4
ENSMUSG00000080885.1	259.976	282.17400000000004	323.829	276.469	ENSMUSG00000080885	ENSMUSG00000080885	37295155	37295796	Rpl10-ps6	19
ENSMUSG00000080886.1	0.0	0.0	0.0	0.0	ENSMUSG00000080886	ENSMUSG00000080886	103236125	103236643	Gm14847	X
ENSMUSG00000080887.1	0.0	0.0	0.0	0.0	ENSMUSG00000080887	ENSMUSG00000080887	94557341	94557749	Gm14831	X
ENSMUSG00000080888.2	313.323	421.986	641.4159999999999	519.02	ENSMUSG00000080888	ENSMUSG00000080888	175086501	175089918	Gm14387	2
ENSMUSG00000080889.1	0.0	0.0	0.0	0.0	ENSMUSG00000080889	ENSMUSG00000080889	55175816	55196233	Gm7974	X
ENSMUSG00000080890.1	0.0	0.0	0.0	0.0	ENSMUSG00000080890	ENSMUSG00000080890	78059390	78066587	Gm16458	X
ENSMUSG00000080891.2	0.0	0.0	0.0	0.0	ENSMUSG00000080891	ENSMUSG00000080891	103134376	103135323	Olfr587-ps1	7
ENSMUSG00000080892.1	0.0	0.0	0.0	0.0	ENSMUSG00000080892	ENSMUSG00000080892	42951724	42952207	Gm9266	7
ENSMUSG00000080893.1	9.57775	11.9555	13.5884	15.8544	ENSMUSG00000080893	ENSMUSG00000080893	130188395	130188796	Gm15920	5
ENSMUSG00000080894.1	0.0	0.0	0.0	0.0	ENSMUSG00000080894	ENSMUSG00000080894	19472893	19474732	Defa-ps15	8
ENSMUSG00000080895.1	0.0	0.0	0.0	0.0	ENSMUSG00000080895	ENSMUSG00000080895	143506411	143507059	Gm11645	2
ENSMUSG00000080896.2	0.0	0.0	0.0	0.0	ENSMUSG00000080896	ENSMUSG00000080896	38969817	38969990	Gm14567	X
ENSMUSG00000080897.1	0.0	0.0	0.0	0.0	ENSMUSG00000080897	ENSMUSG00000080897	8604420	8604532	Gm14500	X
ENSMUSG00000080898.1	0.0	0.0	0.0	0.0	ENSMUSG00000080898	ENSMUSG00000080898	107233330	107233800	Gm14836	X
ENSMUSG00000080899.1	0.0	0.0	0.0	0.0	ENSMUSG00000080899	ENSMUSG00000080899	102655659	102657063	Gm9109	X
ENSMUSG00000080902.1	0.0	0.42967	0.9440069999999999	0.189229	ENSMUSG00000080902	ENSMUSG00000080902	70248636	70249373	Ywhaq-ps3	4
ENSMUSG00000080903.1	0.0	0.0	0.0	0.0	ENSMUSG00000080903	ENSMUSG00000080903	40001217	40001887	Gm16383	X
ENSMUSG00000080904.1	0.0	0.0	0.0	0.0	ENSMUSG00000080904	ENSMUSG00000080904	5818497	5818583	Gm11966	11
ENSMUSG00000080906.1	0.0497315	0.0	0.0	0.0600317	ENSMUSG00000080906	ENSMUSG00000080906	29982414	29983229	Gm12095	11
ENSMUSG00000080907.1	0.132268	0.148812	0.0	0.0	ENSMUSG00000080907	ENSMUSG00000080907	116968267	116984406	4930455H04Rik	3
ENSMUSG00000080910.1	0.0	0.0	0.0	0.0	ENSMUSG00000080910	ENSMUSG00000080910	61618766	61619200	Gm14821	X
ENSMUSG00000080911.1	0.0	0.0	0.0	0.0	ENSMUSG00000080911	ENSMUSG00000080911	29125946	29126124	Gm11918	4
